3559,74
9195,84
14851,82
20244,92
25779,87
31353,88
36888,87
42443,86
47593,102
53492,75
59471,74
65512,72
71007,89
76380,95
82622,67
88439,78
94500,72
100419,78
106055,84
111771,81
117326,87
123286,74
128821,87
134355,87
140011,84
145263,98
150595,97
156231,83
161625,92
167280,82
172855,85
178572,81
184471,77
189965,91
195460,88
200893,90
206731,77
212690,75
218265,85
223638,92
229173,89
234506,94
